id,nume,prenume,jud_dom,juddom,loc_dom,locdom,ocupatia,profesia,nrcirc,dencirc,tip_camera,tip_formatiune,denumire_formatiune,denumireformatiune,pozitie
526,PĂUN,SĂNDUCU VASILE,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,ASISTENT MEDICAL,ASISTENT MEDICAL,27,MEHEDINŢI,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,4
527,SCURTU,DORIN,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,CONDUCĂTOR FORMAȚIE LUCRU,INGINER,27,MEHEDINŢI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,6
528,BUMBARU,LICĂ-COSTEL,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,AUDITOR RAR,INGINER,27,MEHEDINŢI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
529,BĂRĂITARU,ION,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,OPERATOR CHIMIST,OPERATOR CHIMIST,27,MEHEDINŢI,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,4
530,FIRU,STELA,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,MANAGER,MEDIC,27,MEHEDINŢI,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
531,SITARU,CONSTANTIN,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,ADMINISTRATOR,INGINER,27,MEHEDINŢI,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,3
532,STANA,CONSTANTIN,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,PENSIONAR,PROFESOR DOCTOR,27,MEHEDINŢI,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
533,NICOLICEA,EUGEN,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,DEPUTAT,INGINER CALCULATOARE JURIST,12,CĂLĂRAŞI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,1
534,FLORESCU,GHEORGHE,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,LECTOR UNIVERSITAR,PROFESOR,27,MEHEDINŢI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
535,DUȚĂ,ION,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,TITULAR ÎNTREPRINDERE INDIVIDUALĂ,ECONOMIST,27,MEHEDINŢI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
536,VASILAN,MIRELA-DOINA,25,MEHEDINŢI,109773,MUNICIPIUL DROBETA-TURNU SEVERIN,OSPĂTAR,OSPĂTAR,27,MEHEDINŢI,S,P,48,PARTIDUL SOCIALIST ROMÂN (PSR) ,3
537,BONTEA,VLAD,25,MEHEDINŢI,110116,ORAŞ STREHAIA,VICEPREȘEDINTE ANPC,JURIST,27,MEHEDINŢI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,2
538,MITROI,AURELIAN,25,MEHEDINŢI,110116,ORAŞ STREHAIA,PENSIONAR,OFIȚER SUPERIOR,27,MEHEDINŢI,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
539,SITARIU,MIHAELA,25,MEHEDINŢI,110232,ORAŞ VÎNJU MARE,AGENT SECURITATE,AGENT SECURITATE,27,MEHEDINŢI,S,P,37,PARTIDUL ECOLOGIST ROMÂN (PER ) ,3
540,MIJAICHE,ALEXANDRU,25,MEHEDINŢI,110232,ORAŞ VÎNJU MARE,VICEPRIMAR,AVOCAT,27,MEHEDINŢI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,4
541,SĂLCEANU,GHEORGHE-VALENTIN,25,MEHEDINŢI,111006,BUTOIEŞTI,PRIMAR,TEHNICIAN,27,MEHEDINŢI,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,4
542,DRULĂ,IONEL CAIUS,25,MEHEDINŢI,111275,CORCOVA,PROFESOR,PROFESOR,27,MEHEDINŢI,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
543,ENACHE,CĂTĂLIN,25,MEHEDINŢI,111587,DUMBRAVA,PRIMAR,INGINER,27,MEHEDINŢI,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,6
544,BALICA,MARIUS,25,MEHEDINŢI,112245,EŞELNIŢA,ADMINISTRATOR,ECONOMIST,27,MEHEDINŢI,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
545,CĂLUGĂRU,IULIAN-DĂNUȚ,25,MEHEDINŢI,111783,GÂRLA MARE,INGINER GEODEZ,INGINER,27,MEHEDINŢI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,4
546,DUMANGIU,DANIEL,25,MEHEDINŢI,111783,GÂRLA MARE,ȘEF COLOANĂ AUTO,MARINAR,27,MEHEDINŢI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,5
547,PAULESCU,AUGUSTINA-LETIȚIA,25,MEHEDINŢI,112995,PONOARELE,PROFESOR,PROFESOR,27,MEHEDINŢI,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),4
548,MĂCIUCĂ,CRISTIAN-CIPRIAN,25,MEHEDINŢI,113233,PRUNIŞOR,ȘOMER,ECONOMIST,27,MEHEDINŢI,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,6
549,ZAHARESCU,NICOLETA-DANIELA,25,MEHEDINŢI,109826,ŞIMIAN,MEDIC,MEDIC,27,MEHEDINŢI,S,P,111,UNIUNEA SALVAȚI ROMÂNIA (USR),2
550,TRUȘCĂ,CONSTANTIN,25,MEHEDINŢI,109826,ŞIMIAN,PRIMAR,JURIST,27,MEHEDINŢI,CD,P,39,PARTIDUL SOCIAL DEMOCRAT (PSD) ,1
551,STROESCU,CORNEL,25,MEHEDINŢI,113698,ŞOVARNA,ADMINISTRATOR,MANAGER,27,MEHEDINŢI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
552,SPUZĂ,VIOREL,25,MEHEDINŢI,113929,VLĂDAIA,PRIMAR,INGINER,27,MEHEDINŢI,S,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,2
553,POP,SEPTIMIU-ADRIAN,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ECONOMIST,ECONOMIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
554,OLTEAN,PETRU-BOGDAN,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,CONSILIER JURIDIC,CONSILIER JURIDIC,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,9
555,CHERECHEȘ,ȘTEFAN-RĂDUCU,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ECONOMIST,ECONOMIST,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
556,NOVÁK,CSABA-ZOLTÁN,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,CERCETĂTOR AL ACADEMIEI ROMÂNE,ISTORIC - CERCETĂTOR,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
557,BRASSAI,ZSOMBOR,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,PREȘEDINTE UDMR MUREȘ,PREOT REFORMAT,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,6
558,PUIAC,ION CLAUDIU,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,MANAGER SPITALUL JUDEȚEAN MUREȘ,MEDIC,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
559,CĂTANĂ,CRISTIAN-VICTOR,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,INGINER DE SISTEM,INGINER,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
560,STAN,MARIUS-GHEORGHE,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,MEDIC VETERINAR,MEDIC VETERINAR,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
561,BOBRIC,ANCA,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ASISTENT MEDICAL,ASISTENT MEDICAL,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
562,PAȘCAN,EMIL-MARIUS,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,SENATOR,SPECIALISTCOMUNICARE-RELAȚII PUBLICE,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,1
563,ALGEHMY,MARIA,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ASISTENT PNL,ECONOMIST,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,4
564,DOGAR,DORIN-OVIDIU,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,DIRECTOR,INGINER ECONOMIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,10
565,MATEI,NICOLAE-NICODIN,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ADMINISTRATOR,JURIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,2
566,PAȘCAN,LIANA-MARIA,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,STUDENT,STUDENT,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,8
567,AVRAM,CRISTIAN,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,ADMINISTRATOR,ECONOMIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,4
568,TIMU,CRISTINA-MARIA,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,CONSILIER BANCAR,JURIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,5
569,CRIȘAN,ALINA-CAMELIA,26,MUREŞ,114319,MUNICIPIUL TÎRGU MUREŞ,INVĂȚĂTOARE,INVĂȚĂTOR,28,MUREŞ,S,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,6
570,CHIRTEŞ,IOAN-CRISTIAN,26,MUREŞ,114809,MUNICIPIUL REGHIN,DEPUTAT,INGINER,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
571,COMAN,MELUŞ-FLORIAN,26,MUREŞ,114514,MUNICIPIUL SIGHIŞOARA,ADMINISTRATOR,INGINER AUTOVEHICULE,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,5
572,BALAS,IONELA DANIELA,26,MUREŞ,114514,MUNICIPIUL SIGHIŞOARA,MANAGER,ECONOMIST,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
573,COLCERIU,IOSIF-DAN,26,MUREŞ,114514,MUNICIPIUL SIGHIŞOARA,ADMINISTRATOR,INGINER,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,6
574,IGNAT,MIRCEA,26,MUREŞ,114925,MUNICIPIUL TÂRNĂVENI,ADMINISTRATOR,JURIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,3
575,OLTYAN,CSABA-ATTILA,26,MUREŞ,118281,ORAŞ MIERCUREA NIRAJULUI,PROFESOR,PROFESOR,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,7
576,BARABÁS,LORÁNT,26,MUREŞ,118281,ORAŞ MIERCUREA NIRAJULUI,INFORMATICIAN,INFORMATICIAN,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
577,FEIER,FLORIN-CIPRIAN,26,MUREŞ,119242,ORAŞ SARMAŞU,FARMACIST,FARMACIST,28,MUREŞ,CD,P,3,PARTIDUL MIȘCAREA POPULARĂ (PMP) ,7
578,KUPÁS,JÁNOS,26,MUREŞ,114854,ORAŞ SOVATA,DIRECTOR SOCIETATE COMERCIALĂ,ECONOMIST,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
579,KACSO,MARIA,26,MUREŞ,120511,BERENI,ASISTENTĂ,ASISTENTĂ MEDICALĂ,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
580,ILIEŞ,OVIDIU-TUDOR,26,MUREŞ,116545,DEDA,DIRECTOR,JURIST,28,MUREŞ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
581,VARGA,JÓZSEF,26,MUREŞ,116796,FÎNTÎNELE,PRIMAR,INGINER,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
582,CSÁSZÁR,KÁROLY ZSOLT,26,MUREŞ,116796,FÎNTÎNELE,CONSLIER JURIDIC,JURIST,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
583,FÜLÖP,JÓZSEF,26,MUREŞ,116796,FÎNTÎNELE,PROFESOR DE GEOGRAFIE,PROFESOR ÎN ÎNVĂȚĂMÂNTUL PREUNIVERSITAR,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
584,KOZMA,MONIKA,26,MUREŞ,117113,GLODENI,CONSILIER,EXPERT - UNIUNEA EUROPEANĂ,28,MUREŞ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
585,KOVÁCS,ATTILA,26,MUREŞ,118691,PĂNET,LĂCĂTUȘ MECANIC,MAISTRU MECANIC,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
586,BARTHA,LEVENTE,26,MUREŞ,118691,PĂNET,OPTICIAN MEDICAL,TEHNICIAN ÎN TELECOMUNICAȚII,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
587,SZIGYÁRTÓ,ZSOMBOR-ISTVÁN,26,MUREŞ,114417,SÎNGEORGIU DE MUREŞ,ADMISNITRATOR,ECONOMIST,11,CARAŞ-SEVERIN,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,6
588,GROSU,MIHAI,28,OLT,125347,MUNICIPIUL SLATINA,ADMINISTRATOR,INGINER,30,OLT,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
589,IONICĂ,MARIN,28,OLT,125347,MUNICIPIUL SLATINA,PROFESOR,PROFESOR UNIVERSITAR,30,OLT,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,5
590,IONICĂ,GEORGE-ALEXANDRU,28,OLT,125347,MUNICIPIUL SLATINA,ADMINISTRATOR,ECONOMIST,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
591,MIHAI,ALINA-MARIANA,28,OLT,125347,MUNICIPIUL SLATINA,CONSILIER,ECONOMIST,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
592,JIANU,BOGDAN-FLORINEL,28,OLT,125347,MUNICIPIUL SLATINA,AVOCAT,JURIST,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,4
593,BRATU,MARIN,28,OLT,125347,MUNICIPIUL SLATINA,ADMINISTRATOR,ECONOMIST,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,6
594,CĂLIN,MARINELA-VILUȚA,28,OLT,125347,MUNICIPIUL SLATINA,ASISTENT MEDICAL PRINCIPAL ȘEF,ASISTENT MEDICAL PRINCIPAL,30,OLT,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,4
595,MARINESCU,DUMITRU,28,OLT,125472,MUNICIPIUL CARACAL,ANTRENOR,ANTRENOR DE FOTBAL,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,5
596,VERDEȘ,IULIAN-RĂZVAN,28,OLT,128711,ORAŞ SCORNICEŞTI,OPERATOR,INFORMATICĂ,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,7
597,POTECARU,MIRCEA,28,OLT,127019,FĂRCAŞELE,MANAGER,INSTRUCTOR AUTO,30,OLT,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
598,GUȘĂ,ANAMARIA,28,OLT,128864,SEACA,CASNICĂ,CONTABIL,30,OLT,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,8
599,GHIȚĂ,SEBASTIAN-AURELIAN,29,PRAHOVA,130534,MUNICIPIUL PLOIEŞTI,DEPUTAT,ECONOMIST,31,PRAHOVA,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
600,PROȘCAN,EMIL,29,PRAHOVA,131407,ORAŞ MIZIL,FĂRĂ OCUPAȚIE,FARMACIST,31,PRAHOVA,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,3
601,TEJU,SORIN,29,PRAHOVA,131817,ORAŞ VĂLENII DE MUNTE,DEPUTAT,JURIST,7,BOTOŞANI,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
602,EPARU,ION,29,PRAHOVA,132075,ARICEŞTII RAHTIVANI,PROFESOR UNIVERSITAR,INGINER,31,PRAHOVA,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,1
603,VELEAT,IONEL,29,PRAHOVA,135164,SCORŢENI,COORDONATOR PROIECTE,JURIST,31,PRAHOVA,CD,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,4
604,ENĂTESCU,MARIA-EMILIA,30,SATU MARE,136483,MUNICIPIUL SATU MARE,AVOCAT,JURIST,32,SATU MARE,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
605,BARAKONYI,GERGŐ,30,SATU MARE,136483,MUNICIPIUL SATU MARE,REDACTOR,ACTOR,41,VRANCEA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
606,NICOARĂ,ROMEO-FLORIN,30,SATU MARE,136483,MUNICIPIUL SATU MARE,DEPUTAT,POLITOLOG,32,SATU MARE,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
607,KINAL,ZOLTAN-ZSOLT,30,SATU MARE,136526,MUNICIPIUL CAREI,STUDENT,FĂRĂ,10,BUZĂU,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,8
608,DUMA,OVIDIU-MARIUS,30,SATU MARE,136848,ORAŞ ARDUD,PRIMAR,INGINER,32,SATU MARE,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,4
609,RUS,IOAN,30,SATU MARE,136599,ORAŞ NEGREŞTI-OAŞ,VICEPREȘEDINTE CONSILIU JUDEȚEAN SATU MARE,INGINER,32,SATU MARE,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
610,GRIEB,CSABA-FRANCISC,30,SATU MARE,136642,ORAŞ TĂŞNAD,PRIMAR,INGINER,32,SATU MARE,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,5
611,SZILAGYI,LEVENTE,30,SATU MARE,138431,PĂULEŞTI,LIBER PROFESIONIST,TEHNICIAN BIJUTIER,10,BUZĂU,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,9
612,SOBIUS,MARIANA-MONICA,30,SATU MARE,139009,TARNA MARE,PRIMAR,PROFESOR,32,SATU MARE,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,4
613,ILYES,IULIU,30,SATU MARE,139358,VETIŞ,PRIMAR,INGINER ELECTROTEHNIC,11,CARAŞ-SEVERIN,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
614,CRIȘAN,MARIANA-DANA,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,ȘEF BIROU PRODUCȚIE,INGINER,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
615,BARA,LAJOS-ISTVÁN,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,DIRECTOR,PROFESOR,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,6
616,CIORTEA,FLAVIU-CORNELIU,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,ADMINISTRATOR,ECONOMIST,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,4
617,KOVÁCS,IRINA ELISABETA,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,INSPECTOR ȘCOLAR GENERAL ADJUNCT,PROFESOR,33,SĂLAJ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
618,IEPURE,IOAN-VIOREL,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,ADMINISTRATOR,JURIST,33,SĂLAJ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,4
619,SERES,DENES,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,DEPUTAT,JURIST,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
620,BODE,LUCIAN-NICOLAE,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,DEPUTAT,INGINER,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
621,POP,EUGEN,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,DIRECTOR TEHNIC,INGINER,33,SĂLAJ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,3
622,HALLER,OTTO,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,ADMINISTRATOR SOCIETATE,ECONOMIST,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
623,RODINA,VIOREL,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,ADMINISTRATOR,SUBINGINER,33,SĂLAJ,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,2
624,VEGH,ALEXANDRU,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,SENATOR,INGINER,33,SĂLAJ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
625,TALOȘ,GHEORGHE-MIREL,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,DEPUTAT,FILOLOG ȘI ANALIST POLITIC,33,SĂLAJ,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,1
626,ILEA,GEORGE-BOGDAN,31,SĂLAJ,139704,MUNICIPIUL ZALĂU,AVOCAT,AVOCAT,33,SĂLAJ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,1
627,SZEKERES,ENIKŐ,31,SĂLAJ,139740,ORAŞ CEHU SILVANIEI,DIRECTOR,PROFESOR,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,5
628,INDREIEȘ,ANA-CLAUDIA,31,SĂLAJ,139811,ORAŞ JIBOU,CHIMIST,CHIMIST,33,SĂLAJ,S,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,2
629,ALMAȘ,IOAN,31,SĂLAJ,139811,ORAŞ JIBOU,ȘEF SIPP,INGINER,33,SĂLAJ,CD,P,67,PARTIDUL ALIANȚA LIBERALILOR ȘI DEMOCRAȚILOR (ALDE) ,3
630,SZABÓ,ERNŐ-CSABA,31,SĂLAJ,139884,ORAŞ ŞIMLEU SILVANIEI,ADMINISTRATOR PUBLIC,INGINER,33,SĂLAJ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
631,OPREA,MIHAI,31,SĂLAJ,139884,ORAŞ ŞIMLEU SILVANIEI,ECONOMIST,INGINER ECONOMIST,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,6
632,KOVÁCS,BÉLA,31,SĂLAJ,180037,BOGHIŞ,ELECTRICIAN,ELECTRICIAN,12,CĂLĂRAŞI,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,1
633,POP,EMERIC,31,SĂLAJ,140627,CRASNA,ADMINISTRATOR PUBLIC,JURIST,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,2
634,PETRUȘ,DUMITRU,31,SĂLAJ,141447,HIDA,PRIMAR,INGINER,33,SĂLAJ,CD,P,1,PARTIDUL NAȚIONAL LIBERAL (PNL) ,5
635,SZŐNYI,LEVENTE,31,SĂLAJ,142239,NUŞFALĂU,PREOT PAROH,PREOT,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
636,LUCZA,ISTVAN-ATTILA,31,SĂLAJ,142881,ŞĂRMĂŞAG,PREOT PAROH,PREOT,33,SĂLAJ,S,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
637,DARI,TOMA,31,SĂLAJ,142881,ŞĂRMĂŞAG,DIRECTOR,INGINER,33,SĂLAJ,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,3
638,BENEDEK,ZACHARIE,32,SIBIU,143450,MUNICIPIUL SIBIU,DIRECTOR EXECUTIV,INGINER CONSTRUCTOR,21,HARGHITA,CD,M,58,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA (UDMR) ,4
639,PAZIUC,ALEXANDRU,33,SUCEAVA,146502,MUNICIPIUL CÂMPULUNG MOLDOVENESC,MEDIC PRIMAR PSIHIATRU,MEDIC,35,SUCEAVA,CD,CI,,,
640,CIOBAN,COSTEL-IOAN,33,SUCEAVA,146539,MUNICIPIUL FĂLTICENI,PROFESOR,ECONOMIST,35,SUCEAVA,CD,CI,,,
641,RUSU,VASILE,33,SUCEAVA,147358,ORAŞ BROŞTENI,VICEPRIMAR,CONDUCATOR AUTO,35,SUCEAVA,S,P,38,PARTIDUL ROMÂNIA UNITĂ (PRU) ,2
