"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Arad",106
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Arad",32
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Arad",12
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Arad",19
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Arad",7
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Arad",12
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Arad",10
"IUCINU ANDREI","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","7 Arad",3291
"FARAGO PETRU","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","7 Arad",3072
"CIONCA-ARGHIR IUSTIN-MARINEL","PARTIDUL DEMOCRAT LIBERAL","7 Arad",10971
"GRADA FLORIN","PARTIDUL NATIONAL LIBERAL","7 Arad",1359
"MOZA MARIO ARA-IOANA","PARTIDUL ROMÂNIA MARE","7 Arad",494
"SZALAI SZABOLCS","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","7 Arad",312
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","7 Arad",37
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","7 Arad",151
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","7 Arad",38
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","7 Arad",12
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","7 Arad",6
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","7 Arad",226
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","7 Arad",57
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","7 Arad",34
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","7 Arad",158
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","7 Arad",38
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","7 Arad",395
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","7 Arad",69
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","7 Arad",17
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","7 Arad",15
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","7 Arad",20
"AMETALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","7 Arad",13
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","7 Arad",99
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","7 Arad",12
"BABOS ARANKA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Arges",26
"BANZEA GHEORGHE","PARTIDUL NATIONAL LIBERAL","1 Arges",3986
"BUTA SORIN GHEORGHE","PARTIDUL DEMOCRAT LIBERAL","1 Arges",5342
"ILIE MINODORA","PARTIDUL ROMÂNIA MARE","1 Arges",1063
"MARIN GHEORGHE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Arges",8099
"SCARLAT ILIE","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Arges",1047
"VULPOIU DOREL","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","1 Arges",452
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","1 Arges",2
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","1 Arges",7
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","1 Arges",7
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","1 Arges",7
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","1 Arges",5
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Arges",15
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","1 Arges",30
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","1 Arges",27
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","1 Arges",9
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","1 Arges",9
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","1 Arges",13
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","1 Arges",12
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","1 Arges",22
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Arges",1
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","1 Arges",16
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","1 Arges",154
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","1 Arges",9
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","1 Arges",21
"BABOS CSABA ÂRPÂD","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","2 Arges",40
"MIUTESCU GHEORGHE-ADRIAN","PARTIDUL NATIONAL LIBERAL","2 Arges",6231
"LAZAR LIVIU ADRIAN","PARTIDUL DEMOCRAT LIBERAL","2 Arges",4905
"SCARLATESCU FLORIN","PARTIDUL ROMÂNIA MARE","2 Arges",998
"DRÂGHICIMIRCEA-GHEORGHE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","2 Arges",9925
"GEORGESCU PAUL","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","2 Arges",796
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","2 Arges",21
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","2 Arges",36
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","2 Arges",36
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","2 Arges",11
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","2 Arges",24
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","2 Arges",21
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","2 Arges",49
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","2 Arges",86
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","2 Arges",29
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","2 Arges",16
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","2 Arges",27
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","2 Arges",48
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","2 Arges",23
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","2 Arges",3
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","2 Arges",27
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","2 Arges",137
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","2 Arges",12
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","2 Arges",20
"JUHASZ ROBERT","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","3 Arges",30
"BRÂSLASU MIHAI","PARTIDUL NATIONAL LIBERAL","3 Arges",2085
"IORDAN CONSTANTIN","PARTIDUL DEMOCRAT LIBERAL","3 Arges",6832
"BADEA MARIN","PARTIDUL ROMÂNIA MARE","3 Arges",1060
"BURNEI ION","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","3 Arges",13547
"BARÂITARU ADRIAN IULIAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","3 Arges",851
"TENTU SEVER","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","3 Arges",61
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","3 Arges",6
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","3 Arges",16
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","3 Arges",11
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","3 Arges",9
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","3 Arges",5
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","3 Arges",9
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","3 Arges",29
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","3 Arges",32
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","3 Arges",14
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","3 Arges",7
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","3 Arges",17
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","3 Arges",18
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","3 Arges",22
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","3 Arges",3
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","3 Arges",18
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","3 Arges",178
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","3 Arges",15
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","3 Arges",16
"KOFITY ZOLTÂN","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","4 Arges",30
"CRISAN DANIEL MARIUS","PARTIDUL NATIONAL LIBERAL","4 Arges",15
"PANDELE SORIN ANDI","PARTIDUL DEMOCRAT LIBERAL","4 Arges",6597
"NEGUS ION","PARTIDUL ROMÂNIA MARE","4 Arges",765
"MÎNZÎNA ION","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","4 Arges",9917
"POPESCU DANUT","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","4 Arges",404
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","4 Arges",37
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","4 Arges",87
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","4 Arges",111
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","4 Arges",43
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","4 Arges",102
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","4 Arges",52
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","4 Arges",55
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","4 Arges",78
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","4 Arges",75
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","4 Arges",68
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","4 Arges",69
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","4 Arges",86
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","4 Arges",31
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","4 Arges",5
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","4 Arges",31
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","4 Arges",68
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","4 Arges",12
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","4 Arges",10
"LUKACS LAJOS","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","5 Arges",23
"CATRINA CONSTANTIN","PARTIDUL NATIONAL LIBERAL","5 Arges",2370
"CATANEA ALEXANDRU","PARTIDUL DEMOCRAT LIBERAL","5 Arges",4246
"ZAMFIRESCU DAN DUMITRU","PARTIDUL ROMÂNIA MARE","5 Arges",1553
"GEORGESCU FILIP","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","5 Arges",9795
"SUVAR VALENTIN-INGRIND","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","5 Arges",381
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","5 Arges",38
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","5 Arges",97
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","5 Arges",89
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","5 Arges",35
"IBRAM IU SEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","5 Arges",84
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","5 Arges",43
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","5 Arges",140
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","5 Arges",218
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","5 Arges",81
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","5 Arges",81
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","5 Arges",55
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","5 Arges",78
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","5 Arges",14
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","5 Arges",13
"ZISOPOLDRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","5 Arges",25
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","5 Arges",72
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","5 Arges",6
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","5 Arges",11
"WAGNER WILHELM","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","6 Arges",25
"JINGA VALERIAN","PARTIDUL NATIONAL LIBERAL","6 Arges",2689
"DAVIDESCU GHEORGHE","PARTIDUL DEMOCRAT LIBERAL","6 Arges",6219
"MIHÂESCU IULIAN","PARTIDUL ROMÂNIA MARE","6 Arges",1065
"VASILICA RADU COSTIN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","6 Arges",12334
"PATRASCU RÂZVAN","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","6 Arges",769
"IONESCU LUCIAN","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","6 Arges",58
"ACfflM LUMINITA","PARTIDUL VERDE ECOLOGIST","6 Arges",105
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","6 Arges",12
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","6 Arges",14
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","6 Arges",11
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","6 Arges",7
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","6 Arges",5
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","6 Arges",22
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","6 Arges",46
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","6 Arges",44
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","6 Arges",14
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","6 Arges",7
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","6 Arges",13
"GANTOVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","6 Arges",15
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","6 Arges",28
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","6 Arges",8
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","6 Arges",20
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","6 Arges",88
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","6 Arges",4
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","6 Arges",28
"SZOMBOTI KÂROLY","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","7 Arges",33
"POSTELNICESCU MARIU S-DOREL","PARTIDUL NATIONAL LIBERAL","7 Arges",4956
"CORBU IULIAN","PARTIDUL DEMOCRAT LIBERAL","7 Arges",7830
"ROTARU GHEORGHE","PARTIDUL ROMÂNIA MARE","7 Arges",1178
"NICULESCU-DUVAZ BOGDAN-NICOLAE","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","7 Arges",10277
"DIACONESCU NICOLAENICUSOR","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","7 Arges",744
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","7 Arges",7
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","7 Arges",17
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","7 Arges",18
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","7 Arges",11
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","7 Arges",6
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","7 Arges",9
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","7 Arges",31
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","7 Arges",73
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","7 Arges",14
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","7 Arges",11
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","7 Arges",11
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","7 Arges",33
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","7 Arges",8
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","7 Arges",8
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","7 Arges",59
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","7 Arges",35
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","7 Arges",9
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","7 Arges",24
"SZELL LORINCZ","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","8 Arges",17
"GEREA ANDREI-DOMINIC","PARTIDUL NATIONAL LIBERAL","8 Arges",3749
"CIOCANEL STEFAN ROMEO","PARTIDUL DEMOCRAT LIBERAL","8 Arges",4332
"FULGA MARIAN","PARTIDUL ROMÂNIA MARE","8 Arges",986
"GINGARAS GEORGIU","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","8 Arges",6848
"ZIGULI GEORGEL","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","8 Arges",491
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","8 Arges",21
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","8 Arges",36
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","8 Arges",22
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","8 Arges",8
"IBRAM IUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","8 Arges",14
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","8 Arges",16
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","8 Arges",32
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","8 Arges",57
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","8 Arges",25
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","8 Arges",16
"RADAN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","8 Arges",19
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","8 Arges",38
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","8 Arges",9
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","8 Arges",6
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","8 Arges",23
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","8 Arges",32
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","8 Arges",6
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","8 Arges",11
"BODOR LORÂND","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","9 Arges",27
"NICOLESCU THEODOR-CATALIN","PARTIDUL NATIONAL LIBERAL","9 Arges",2577
"BOUREANU CRISTIAN ALEXANDRU","PARTIDUL DEMOCRAT LIBERAL","9 Arges",7983
"PASCU ELENA","PARTIDUL ROMÂNIA MARE","9 Arges",929
"PANDELICA MARCEL BOGDAN","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","9 Arges",7816
"LAZAR ION CORNEL","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","9 Arges",713
"BOARTA VICTOR","PARTIDUL VERDE ECOLOGIST","9 Arges",142
"LONGHER GHERVAZEN","UNIUNEA POLONEZILOR DIN ROMÂNIA","9 Arges",2
"DUMITRESCU LIANA","ASOCIATIA MACEDONENILOR DIN ROMÂNIA","9 Arges",5
"GROSARU MIRCEA","ASOCIATIA ITALIENILOR DIN ROMÂNIA - RO.AS.IT.","9 Arges",8
"AMET ALEDIN","UNIUNEA DEMOCRATA A TATARILOR TURCO-MUSULMANI DIN ROMÂNIA","9 Arges",6
"IBRAMIUSEIN","UNIUNEA DEMOCRATA TURCA DIN ROMÂNIA","9 Arges",5
"MANOLESCU OANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","9 Arges",9
"VAINER AUREL","FEDERATIA COMUNITATILOR EVREIESTI DIN ROMÂNIA","9 Arges",11
"PAMBUCCIAN VARUJAN","UNIUNEA ARMENILOR DIN ROMÂNIA","9 Arges",27
"POPOV DUSAN","UNIUNEA SÂRBILOR DIN ROMÂNIA","9 Arges",6
"BUCIUTA STEFAN","UNIUNEA UCRAINENILOR DIN ROMÂNIA","9 Arges",3
"RAD AN MIHAI","UNIUNEA CROATILOR DIN ROMÂNIA","9 Arges",12
"GANT OVIDIU-VICTOR","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA","9 Arges",13
"MERKA ADRIAN-MIROSLAV","UNIUNEA DEMOCRATICA A SLOVACILOR SI CEHILOR DIN ROMÂNIA","9 Arges",2
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","9 Arges",2
"ZISOPOL DRAGOS-GABRIEL","UNIUNEA ELENA DIN ROMÂNIA","9 Arges",17
"PAUN NICOLAE","PARTIDA ROMILOR PRO-EUROPA","9 Arges",37
"IGNAT MIRON","COMUNITATEA RUSILOR LIPOVENI DIN ROMÂNIA","9 Arges",4
"MIRCOVICI NICULAE","UNIUNEA BULGARA DIN BANAT-ROMÂNIA","9 Arges",11
"CHIUARIU TUDOR-ALEXANDRU","PARTIDUL NATIONAL LIBERAL","1 Bacau",6472
"DRAGANUTA CONSTANTIN","PARTIDUL DEMOCRAT LIBERAL","1 Bacau",6579
"ISTOC ANGELICA","UNIUNEA DEMOCRATA MAGHIARA DIN ROMÂNIA","1 Bacau",62
"Z AH ARIA SVETLANA- GABRIELA","ALIANTA POLITICA PARTIDUL SOCIAL DEMOCRAT + PARTIDUL CONSERVATOR","1 Bacau",5354
"ARVINTE CODRUTA-CLAUDIA","PARTIDUL ROMÂNIA MARE","1 Bacau",1033
"IFRIM IOAN-DANIEL","PARTIDUL NOUA GENERATIE - CRESTIN DEMOCRAT","1 Bacau",483
"IONET DOINITA","PARTIDUL POPULAR SI AL PROTECTIEI SOCIALE","1 Bacau",260
"MANOLESCU O ANA","ASOCIATIA LIGA ALBANEZILOR DIN ROMÂNIA","1 Bacau",6
"FIRCZAK GHEORGHE","UNIUNEA CULTURALA A RUTENILOR DIN ROMÂNIA","1 Bacau",4
